Reporting Organization,Operating Unit,Activity Name,Activity Code,Indicator Code,Indicator Origin,Disaggregate Country,Disaggregate Commodity,UDN,Disaggregate Code,Disaggregate Name,Fiscal Year,Collection Period Name,Collection Review Status,Initiative Review Status,Target,Actual,Deviation,Deviation Narrative,Is Disaggregate Blank,Collection Period Comments
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Nigeria,-,3.2.3,3.2.3,30+,2024,FY2024-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Nigeria,-,3.2.4,3.2.4,Not Applicable (for household members counted from HH-level interventions),2023,FY2023-Qtr1,AOR/COR Approved,Submitted to MEL-TA,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Nigeria,-,3.2.4,3.2.4,Not Applicable (for household members counted from HH-level interventions),2024,FY2024-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Nigeria,-,3.2.5,3.2.5,Disaggregates Not Available,2023,FY2023-Qtr1,AOR/COR Approved,Submitted to MEL-TA,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Nigeria,-,3.2.5,3.2.5,Disaggregates Not Available,2024,FY2024-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Nigeria,-,3.3,3.3,Type of individuals participating (double-counting allowed),2023,FY2023-Qtr1,AOR/COR Approved,Submitted to MEL-TA,-,-,-,,N,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Nigeria,-,3.3,3.3,Type of individuals participating (double-counting allowed),2024,FY2024-Qtr1,DE In-Progress,Not Ready,-,-,-,,N,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Nigeria,-,3.3.1,3.3.1,Parents/caregivers,2023,FY2023-Qtr1,AOR/COR Approved,Submitted to MEL-TA,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Nigeria,-,3.3.1,3.3.1,Parents/caregivers,2024,FY2024-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Nigeria,-,3.3.2,3.3.2,Household members (household-level interventions only),2023,FY2023-Qtr1,AOR/COR Approved,Submitted to MEL-TA,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Nigeria,-,3.3.2,3.3.2,Household members (household-level interventions only),2024,FY2024-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Nigeria,-,3.3.3,3.3.3,School-aged children (only for USG school feeding programs),2023,FY2023-Qtr1,AOR/COR Approved,Submitted to MEL-TA,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Nigeria,-,3.3.3,3.3.3,School-aged children (only for USG school feeding programs),2024,FY2024-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Nigeria,-,3.3.4,3.3.4,People in government,2023,FY2023-Qtr1,AOR/COR Approved,Submitted to MEL-TA,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Nigeria,-,3.3.4,3.3.4,People in government,2024,FY2024-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Nigeria,-,3.3.5,3.3.5,People in USG-assisted private sector firms,2023,FY2023-Qtr1,AOR/COR Approved,Submitted to MEL-TA,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Nigeria,-,3.3.5,3.3.5,People in USG-assisted private sector firms,2024,FY2024-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Nigeria,-,3.3.6,3.3.6,People in civil society,2023,FY2023-Qtr1,AOR/COR Approved,Submitted to MEL-TA,-,3,-,,N,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Nigeria,-,3.3.6,3.3.6,People in civil society,2024,FY2024-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Nigeria,-,3.3.7,3.3.7,Laborers (Non-producer diversified livelihoods participants),2023,FY2023-Qtr1,AOR/COR Approved,Submitted to MEL-TA,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Nigeria,-,3.3.7,3.3.7,Laborers (Non-producer diversified livelihoods participants),2024,FY2024-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Nigeria,-,3.3.8,3.3.8,Producer: Smallholder farmer,2023,FY2023-Qtr1,AOR/COR Approved,Submitted to MEL-TA,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Nigeria,-,3.3.8,3.3.8,Producer: Smallholder farmer,2024,FY2024-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Nigeria,-,3.3.9,3.3.9,Producer: Non-smallholder farmer,2023,FY2023-Qtr1,AOR/COR Approved,Submitted to MEL-TA,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Nigeria,-,3.3.9,3.3.9,Producer: Non-smallholder farmer,2024,FY2024-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Nigeria,-,3.3.10,3.3.10,Producer: Aquaculture,2023,FY2023-Qtr1,AOR/COR Approved,Submitted to MEL-TA,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Nigeria,-,3.3.10,3.3.10,Producer: Aquaculture,2024,FY2024-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Nigeria,-,3.3.11,3.3.11,Producer: size Disaggregate Not Available,2023,FY2023-Qtr1,AOR/COR Approved,Submitted to MEL-TA,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Nigeria,-,3.3.11,3.3.11,Producer: size Disaggregate Not Available,2024,FY2024-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Nigeria,-,3.3.12,3.3.12,Type of individual Not Applicable,2023,FY2023-Qtr1,AOR/COR Approved,Submitted to MEL-TA,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Nigeria,-,3.3.12,3.3.12,Type of individual Not Applicable,2024,FY2024-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Nigeria,-,3.3.13,3.3.13,Type of Individual Disaggregates Not Available,2023,FY2023-Qtr1,AOR/COR Approved,Submitted to MEL-TA,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Nigeria,-,3.3.13,3.3.13,Type of Individual Disaggregates Not Available,2024,FY2024-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Senegal,-,3,EG.3-2,Number of individuals participating in USG food security programs [IM-level],2023,FY2023-Qtr1,AOR/COR Approved,Submitted to MEL-TA,-,143,-,-,N,"ILCI engaged over 300 researchers from 13 countries (including Mexico and Ghana counted under the Global geography) to collaborate on applying improved tools, technologies, and methods to national breeding program priorities to develop improved varieties of sorghum, cowpea, pearl and finger millet, sweet potato, and common bean. Additionally, through their work identifying farmer and consumer preferences, ILCI's work reached more smallholder producers and members of the private sector and government agencies. This work included training cattle producers in Costa Rica on silage capacities to use sorghum as fodder, exchange workshops in Senegal exploring the potentials around essential oil production, inclusive stakeholder learning platforms to encourage Kenyan farmers to cook with finger millet, and training Malawian government extension agents and private sector actors on the village based agent and small pack approach to multiplying and distributing seeds."
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Senegal,-,3,EG.3-2,Number of individuals participating in USG food security programs [IM-level],2024,FY2024-Qtr1,DE In-Progress,Not Ready,-,-,-,Multiregion/Global participants are researchers from Ghana and Mexico.,N,-
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Senegal,-,3.1,3.1,Sex of individuals participating (no double counting),2023,FY2023-Qtr1,AOR/COR Approved,Submitted to MEL-TA,-,143,-,,N,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Senegal,-,3.1,3.1,Sex of individuals participating (no double counting),2024,FY2024-Qtr1,DE In-Progress,Not Ready,-,-,-,,N,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Senegal,-,3.1.1,3.1.1,Male,2023,FY2023-Qtr1,AOR/COR Approved,Submitted to MEL-TA,-,79,-,,N,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Senegal,-,3.1.1,3.1.1,Male,2024,FY2024-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Senegal,-,3.1.2,3.1.2,Female,2023,FY2023-Qtr1,AOR/COR Approved,Submitted to MEL-TA,-,64,-,,N,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Senegal,-,3.1.2,3.1.2,Female,2024,FY2024-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Senegal,-,3.1.3,3.1.3,Not Applicable (for household members counted from HH-level interventions),2023,FY2023-Qtr1,AOR/COR Approved,Submitted to MEL-TA,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Senegal,-,3.1.3,3.1.3,Not Applicable (for household members counted from HH-level interventions),2024,FY2024-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Senegal,-,3.1.4,3.1.4,Disaggregates Not Available,2023,FY2023-Qtr1,AOR/COR Approved,Submitted to MEL-TA,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Senegal,-,3.1.4,3.1.4,Disaggregates Not Available,2024,FY2024-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Senegal,-,3.1.5,3.1.5,Neither,2023,FY2023-Qtr1,AOR/COR Approved,Submitted to MEL-TA,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Senegal,-,3.1.5,3.1.5,Neither,2024,FY2024-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Senegal,-,3.2,3.2,Age Category of individuals participating (no double counting),2023,FY2023-Qtr1,AOR/COR Approved,Submitted to MEL-TA,-,143,-,,N,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Senegal,-,3.2,3.2,Age Category of individuals participating (no double counting),2024,FY2024-Qtr1,DE In-Progress,Not Ready,-,-,-,,N,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Senegal,-,3.2.1,3.2.1,"School-aged children (only for total reached by USG school feeding programs, regardless of actual age)",2023,FY2023-Qtr1,AOR/COR Approved,Submitted to MEL-TA,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Senegal,-,3.2.1,3.2.1,"School-aged children (only for total reached by USG school feeding programs, regardless of actual age)",2024,FY2024-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Senegal,-,3.2.2,3.2.2,15-29,2023,FY2023-Qtr1,AOR/COR Approved,Submitted to MEL-TA,-,15,-,,N,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Senegal,-,3.2.2,3.2.2,15-29,2024,FY2024-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Senegal,-,3.2.3,3.2.3,30+,2023,FY2023-Qtr1,AOR/COR Approved,Submitted to MEL-TA,-,39,-,,N,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Senegal,-,3.2.3,3.2.3,30+,2024,FY2024-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Senegal,-,3.2.4,3.2.4,Not Applicable (for household members counted from HH-level interventions),2023,FY2023-Qtr1,AOR/COR Approved,Submitted to MEL-TA,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Senegal,-,3.2.4,3.2.4,Not Applicable (for household members counted from HH-level interventions),2024,FY2024-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Senegal,-,3.2.5,3.2.5,Disaggregates Not Available,2023,FY2023-Qtr1,AOR/COR Approved,Submitted to MEL-TA,-,89,-,,N,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Senegal,-,3.2.5,3.2.5,Disaggregates Not Available,2024,FY2024-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Senegal,-,3.3,3.3,Type of individuals participating (double-counting allowed),2023,FY2023-Qtr1,AOR/COR Approved,Submitted to MEL-TA,-,-,-,,N,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Senegal,-,3.3,3.3,Type of individuals participating (double-counting allowed),2024,FY2024-Qtr1,DE In-Progress,Not Ready,-,-,-,,N,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Senegal,-,3.3.1,3.3.1,Parents/caregivers,2023,FY2023-Qtr1,AOR/COR Approved,Submitted to MEL-TA,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Senegal,-,3.3.1,3.3.1,Parents/caregivers,2024,FY2024-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Senegal,-,3.3.2,3.3.2,Household members (household-level interventions only),2023,FY2023-Qtr1,AOR/COR Approved,Submitted to MEL-TA,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Senegal,-,3.3.2,3.3.2,Household members (household-level interventions only),2024,FY2024-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Senegal,-,3.3.3,3.3.3,School-aged children (only for USG school feeding programs),2023,FY2023-Qtr1,AOR/COR Approved,Submitted to MEL-TA,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Senegal,-,3.3.3,3.3.3,School-aged children (only for USG school feeding programs),2024,FY2024-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Senegal,-,3.3.4,3.3.4,People in government,2023,FY2023-Qtr1,AOR/COR Approved,Submitted to MEL-TA,-,11,-,,N,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Senegal,-,3.3.4,3.3.4,People in government,2024,FY2024-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Senegal,-,3.3.5,3.3.5,People in USG-assisted private sector firms,2023,FY2023-Qtr1,AOR/COR Approved,Submitted to MEL-TA,-,35,-,,N,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Senegal,-,3.3.5,3.3.5,People in USG-assisted private sector firms,2024,FY2024-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Senegal,-,3.3.6,3.3.6,People in civil society,2023,FY2023-Qtr1,AOR/COR Approved,Submitted to MEL-TA,-,97,-,,N,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Senegal,-,3.3.6,3.3.6,People in civil society,2024,FY2024-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Senegal,-,3.3.7,3.3.7,Laborers (Non-producer diversified livelihoods participants),2023,FY2023-Qtr1,AOR/COR Approved,Submitted to MEL-TA,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Senegal,-,3.3.7,3.3.7,Laborers (Non-producer diversified livelihoods participants),2024,FY2024-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Senegal,-,3.3.8,3.3.8,Producer: Smallholder farmer,2023,FY2023-Qtr1,AOR/COR Approved,Submitted to MEL-TA,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Senegal,-,3.3.8,3.3.8,Producer: Smallholder farmer,2024,FY2024-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Senegal,-,3.3.9,3.3.9,Producer: Non-smallholder farmer,2023,FY2023-Qtr1,AOR/COR Approved,Submitted to MEL-TA,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Senegal,-,3.3.9,3.3.9,Producer: Non-smallholder farmer,2024,FY2024-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Senegal,-,3.3.10,3.3.10,Producer: Aquaculture,2023,FY2023-Qtr1,AOR/COR Approved,Submitted to MEL-TA,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Senegal,-,3.3.10,3.3.10,Producer: Aquaculture,2024,FY2024-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Senegal,-,3.3.11,3.3.11,Producer: size Disaggregate Not Available,2023,FY2023-Qtr1,AOR/COR Approved,Submitted to MEL-TA,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Senegal,-,3.3.11,3.3.11,Producer: size Disaggregate Not Available,2024,FY2024-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Senegal,-,3.3.12,3.3.12,Type of individual Not Applicable,2023,FY2023-Qtr1,AOR/COR Approved,Submitted to MEL-TA,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Senegal,-,3.3.12,3.3.12,Type of individual Not Applicable,2024,FY2024-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Senegal,-,3.3.13,3.3.13,Type of Individual Disaggregates Not Available,2023,FY2023-Qtr1,AOR/COR Approved,Submitted to MEL-TA,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Senegal,-,3.3.13,3.3.13,Type of Individual Disaggregates Not Available,2024,FY2024-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Tanzania,-,3,EG.3-2,Number of individuals participating in USG food security programs [IM-level],2023,FY2023-Qtr1,AOR/COR Approved,Submitted to MEL-TA,-,10,-,-,N,"ILCI engaged over 300 researchers from 13 countries (including Mexico and Ghana counted under the Global geography) to collaborate on applying improved tools, technologies, and methods to national breeding program priorities to develop improved varieties of sorghum, cowpea, pearl and finger millet, sweet potato, and common bean. Additionally, through their work identifying farmer and consumer preferences, ILCI's work reached more smallholder producers and members of the private sector and government agencies. This work included training cattle producers in Costa Rica on silage capacities to use sorghum as fodder, exchange workshops in Senegal exploring the potentials around essential oil production, inclusive stakeholder learning platforms to encourage Kenyan farmers to cook with finger millet, and training Malawian government extension agents and private sector actors on the village based agent and small pack approach to multiplying and distributing seeds."
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Tanzania,-,3,EG.3-2,Number of individuals participating in USG food security programs [IM-level],2024,FY2024-Qtr1,DE In-Progress,Not Ready,-,-,-,Multiregion/Global participants are researchers from Ghana and Mexico.,N,-
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Tanzania,-,3.1,3.1,Sex of individuals participating (no double counting),2023,FY2023-Qtr1,AOR/COR Approved,Submitted to MEL-TA,-,10,-,,N,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Tanzania,-,3.1,3.1,Sex of individuals participating (no double counting),2024,FY2024-Qtr1,DE In-Progress,Not Ready,-,-,-,,N,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Tanzania,-,3.1.1,3.1.1,Male,2023,FY2023-Qtr1,AOR/COR Approved,Submitted to MEL-TA,-,10,-,,N,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Tanzania,-,3.1.1,3.1.1,Male,2024,FY2024-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Tanzania,-,3.1.2,3.1.2,Female,2023,FY2023-Qtr1,AOR/COR Approved,Submitted to MEL-TA,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Tanzania,-,3.1.2,3.1.2,Female,2024,FY2024-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Tanzania,-,3.1.3,3.1.3,Not Applicable (for household members counted from HH-level interventions),2023,FY2023-Qtr1,AOR/COR Approved,Submitted to MEL-TA,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Tanzania,-,3.1.3,3.1.3,Not Applicable (for household members counted from HH-level interventions),2024,FY2024-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Tanzania,-,3.1.4,3.1.4,Disaggregates Not Available,2023,FY2023-Qtr1,AOR/COR Approved,Submitted to MEL-TA,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Tanzania,-,3.1.4,3.1.4,Disaggregates Not Available,2024,FY2024-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Tanzania,-,3.1.5,3.1.5,Neither,2023,FY2023-Qtr1,AOR/COR Approved,Submitted to MEL-TA,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Tanzania,-,3.1.5,3.1.5,Neither,2024,FY2024-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Tanzania,-,3.2,3.2,Age Category of individuals participating (no double counting),2023,FY2023-Qtr1,AOR/COR Approved,Submitted to MEL-TA,-,10,-,,N,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Tanzania,-,3.2,3.2,Age Category of individuals participating (no double counting),2024,FY2024-Qtr1,DE In-Progress,Not Ready,-,-,-,,N,
USAID,Bureau for Resilience and Food Security (RFS),FTFIL for Crop Improvement,00001958,EG.3-2,FTF,Tanzania,-,3.2.1,3.2.1,"School-aged children (only for total reached by USG school feeding programs, regardless of actual age)",2023,FY2023-Qtr1,AOR/COR Approved,Submitted to MEL-TA,-,-,-,,Y,
